Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
200,1771945256504,3033,3041,2984,3075,2958,2935,3051,2983,0,0,5,100,0,0,5,5.263157844543457,10938.876281738281,28807.406677246094,15278.741516113281,4066.3533935546875,33360302080,2147479552,6896123904,0
200,1771945256705,3033,3041,2984,3075,2958,2935,3051,2983,5,0,10,100,0,5,0,5,10939.226196289063,28811.576232910156,15282.284057617188,4066.752197265625,33360302080,2147479552,6895673344,0
200,1771945256905,3033,3041,2984,3075,2958,2935,3051,2983,0,5,0,100,10,0,30.000001907348633,5,10939.481079101563,28816.771240234375,15287.058654785156,4066.752197265625,33360302080,2147479552,6905520128,0
200,1771945257105,3033,3041,2984,3075,2958,2935,3051,2983,0,0,5,100,0,0,0,0,10939.717102050781,28820.250427246094,15290.226867675781,4066.766357421875,33360302080,2147479552,6905520128,0
200,1771945257305,3033,3041,2984,3075,2958,2935,3051,2983,0,0,0,100,0,0,0,0,10939.939636230469,28823.162475585938,15292.849304199219,4066.766357421875,33360302080,2147479552,6900109312,0
199,1771945257505,3033,3041,2984,3075,2958,2935,3051,2983,4.761904716491699,0,0,100,0,0,0,0,10940.162170410156,28826.58074951172,15295.978637695313,4066.766357421875,33360302080,2147479552,6900109312,0
199,1771945257705,3033,3041,2984,3075,2958,2935,3051,2983,0,0,70,30.000001907348633,0,0,0,20,10940.387939453125,28830.429138183594,15299.537170410156,4066.766357421875,33360302080,2147479552,6900580352,0
199,1771945257905,3033,3041,2984,3075,2958,2935,3051,2983,0,0,100,0,0,4.761904716491699,0,0,10940.61279296875,28833.431701660156,15302.249694824219,4066.766357421875,33360302080,2147479552,6900838400,0
199,1771945258105,3033,3041,2984,3075,2958,2935,3051,2983,0,4.761904716491699,100,0,0,0,0,0,10940.83837890625,28836.22772216797,15304.756286621094,4066.766357421875,33360302080,2147479552,6899339264,0
199,1771945258305,3033,3041,2984,3075,2958,2935,3051,2983,0,0,100,0,0,0,4.761904716491699,4.761904716491699,10941.063232421875,28838.962524414063,15307.202209472656,4066.766357421875,33360302080,2147479552,6899339264,0
200,1771945258505,3033,3041,2984,3075,2958,2935,3051,2983,0,0,100,0,0,0,0,0,10941.286437988281,28841.403747558594,15309.380920410156,4066.766357421875,33360302080,2147479552,6898454528,0
200,1771945258705,3033,3041,2984,3075,2958,2935,3051,2983,0,0,55,0,4.761904716491699,0,47.36842346191406,0,10941.509460449219,28843.75274658203,15311.415405273438,4066.766357421875,33360302080,2147479552,6898253824,0
200,1771945258906,3033,3041,2984,3075,2958,2935,3051,2983,0,0,4.761904716491699,0,0,0,100,0,10941.733581542969,28847.029663085938,15314.403442382813,4066.766357421875,33360302080,2147479552,6893137920,0
200,1771945259106,3033,3041,2984,3075,2958,2935,3051,2983,0,4.761904716491699,0,0,0,0,100,0,10941.959106445313,28850.24542236328,15317.330200195313,4066.766357421875,33360302080,2147479552,6876020736,0
200,1771945259306,3033,3041,2984,3075,2958,2935,3051,2983,4.761904716491699,0,0,0,0,0,100,0,10942.181518554688,28853.377197265625,15320.170654296875,4066.766357421875,33360302080,2147479552,6876020736,0
200,1771945259506,3033,3041,2984,3075,2958,2935,3051,2983,0,0,0,0,0,0,100,0,10942.402954101563,28856.180603027344,15322.684875488281,4066.766357421875,33360302080,2147479552,6876020736,0
200,1771945259706,3033,3041,2984,3075,2958,2935,3051,2983,4.761904716491699,0,0,0,0,0,100,0,10942.625610351563,28859.56866455078,15325.785034179688,4066.766357421875,33360302080,2147479552,6876078080,0
200,1771945259906,3033,3041,2984,3075,2958,2935,3051,2983,0,0,0,0,10,5,100,21.052631378173828,10942.880981445313,28863.090209960938,15329.008911132813,4066.766357421875,33360302080,2147479552,6878183424,0
199,1771945260106,3033,3041,2984,3075,2958,2935,3051,2983,0,5.263157844543457,4.761904716491699,0,5,0,100,10,10943.143798828125,28867.157592773438,15332.758483886719,4066.7825927734375,33360302080,2147479552,6883991552,0
200,1771945260306,3033,3041,2984,3075,2958,2935,3051,2983,0,5,0,5,0,5,100,14.285715103149414,10943.379699707031,28870.520263671875,15335.705322265625,4066.7825927734375,33360302080,2147479552,6876717056,0
200,1771945260506,3033,3041,2984,3075,2958,2935,3051,2983,0,0,0,0,0,0,100,0,10943.601440429688,28873.130493164063,15338.013854980469,4066.7825927734375,33360302080,2147479552,6862352384,0
200,1771945260706,3033,3041,2984,3075,2958,2935,3051,2983,0,0,21.052631378173828,0,0,0,75,0,10943.823669433594,28875.99676513672,15340.591918945313,4066.7825927734375,33360302080,2147479552,6862741504,0
203,1771945260907,3033,3041,2984,3075,2958,2935,3051,2983,0,0,100,0,0,0,0,0,10944.045593261719,28878.81378173828,15343.120056152344,4066.7825927734375,33360302080,2147479552,6862426112,0
199,1771945261110,3033,3041,2984,3075,2958,2935,3051,2983,10,14.285715103149414,100,14.285715103149414,10,10,10,10,10944.305908203125,28882.21942138672,15346.22119140625,4066.7825927734375,33360302080,2147479552,6862422016,0
199,1771945261310,3033,3041,2984,3075,2958,2935,3051,2983,10,14.285715103149414,100,14.285715103149414,10,10,10,10,10944.61328125,28886.498107910156,15350.184020996094,4066.7825927734375,33360302080,2147479552,6807597056,0
200,1771945261510,3033,3041,2984,3075,2958,2935,3051,2983,15.000000953674316,17.5,95.1219482421875,10.256410598754883,14.634145736694336,12.195121765136719,12.5,10,10944.861328125,28889.32745361328,15352.699584960938,4066.7825927734375,33360302080,2147479552,6784274432,0
0,1771945261710,3033,3041,2984,3075,2958,2935,3051,2983,9.523809432983398,14.285715103149414,5,21.052631378173828,10.526315689086914,14.285715103149414,15.000000953674316,5.263157844543457,10945.119384765625,28891.02099609375,15353.981506347656,4066.7825927734375,33360302080,2147479552,6778810368,0
