Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1771945167716,2099,2100,2099,2100,2100,2100,2099,2100,22.85714340209961,27.77777862548828,41.666664123535156,25.71428680419922,26.47058868408203,25.71428680419922,37.14285659790039,27.02702522277832,10825.656494140625,27406.400817871094,14033.749084472656,4048.3756713867188,33360302080,2147479552,6762336256,0
199,1771945167716,2099,2100,2099,2100,2100,2100,2099,2100,22.85714340209961,27.77777862548828,41.666664123535156,25.71428680419922,26.47058868408203,25.71428680419922,37.14285659790039,27.02702522277832,10825.657958984375,27406.400817871094,14033.749084472656,4048.3756713867188,33360302080,2147479552,6762336256,0
199,1771945167916,2099,2100,2099,2100,2100,2100,2099,2100,15.789472579956055,21.052631378173828,15.789472579956055,22.22222328186035,30.000001907348633,16.666667938232422,15.789472579956055,21.052631378173828,10825.90576171875,27407.140625,14034.140197753906,4048.3756713867188,33360302080,2147479552,6765940736,0
199,1771945168116,2099,2100,2099,2100,2100,2100,2099,2100,15.789472579956055,21.052631378173828,15.789472579956055,22.22222328186035,30.000001907348633,16.666667938232422,15.789472579956055,21.052631378173828,10826.318664550781,27409.469116210938,14035.9013671875,4048.4603881835938,33360302080,2147479552,6823337984,0
199,1771945168316,2099,2100,2099,2100,2100,2100,2099,2100,17.948719024658203,17.5,85,15.000000953674316,17.948719024658203,14.634145736694336,17.5,21.052631378173828,10826.593139648438,27412.391845703125,14038.448425292969,4048.4823608398438,33360302080,2147479552,6828703744,0
199,1771945168516,2099,2100,2099,2100,2100,2100,2099,2100,9.523809432983398,10.526315689086914,100,0,4.761904716491699,0,0,9.523809432983398,10826.865966796875,27415.77850341797,14041.539184570313,4048.4823608398438,33360302080,2147479552,6834675712,0
199,1771945168716,2099,2100,2099,2100,2100,2100,2099,2100,0,0,100,0,0,0,0,0,10827.089782714844,27419.194396972656,14044.672485351563,4048.4823608398438,33360302080,2147479552,6834946048,0
199,1771945168916,2099,2100,2099,2100,2100,2100,2099,2100,0,0,100,0,0,0,0,0,10827.311096191406,27422.210021972656,14047.407287597656,4048.4823608398438,33360302080,2147479552,6834946048,0
199,1771945169117,2099,2100,2099,2100,2100,2100,2099,2100,0,0,80,5,0,0,20,4.761904716491699,10827.535705566406,27425.219848632813,14050.135559082031,4048.4823608398438,33360302080,2147479552,6836101120,0
199,1771945169317,2099,2100,2099,2100,2100,2100,2099,2100,0,0,0,4.761904716491699,0,0,100,0,10827.759582519531,27428.649536132813,14053.282836914063,4048.4823608398438,33360302080,2147479552,6832209920,0
199,1771945169517,2099,2100,2099,2100,2100,2100,2099,2100,0,0,0,0,4.761904716491699,0,100,0,10827.985473632813,27432.2060546875,14056.556213378906,4048.4823608398438,33360302080,2147479552,6832975872,0
199,1771945169717,2099,2100,2099,2100,2100,2100,2099,2100,0,0,0,0,0,0,100,0,10828.210998535156,27435.049743652344,14059.116516113281,4048.4823608398438,33360302080,2147479552,6833860608,0
199,1771945169917,2099,2100,2099,2100,2100,2100,2099,2100,0,0,0,0,0,0,100,0,10828.434448242188,27438.616455078125,14062.40087890625,4048.4823608398438,33360302080,2147479552,6833860608,0
199,1771945170117,2099,2100,2099,2100,2100,2100,2099,2100,0,0,0,0,0,0,100,0,10828.658996582031,27441.323974609375,14065.022583007813,4048.4823608398438,33360302080,2147479552,6833860608,0
199,1771945170317,2099,2100,2099,2100,2100,2100,2099,2100,5,0,0,0,0,0,100,0,10828.882568359375,27445.12371826172,14068.341003417969,4048.4823608398438,33360302080,2147479552,6833860608,0
