Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1771945160704,999,1000,1000,999,999,1000,999,1000,11.111111640930176,11.111111640930176,11.428571701049805,8.333333969116211,13.51351261138916,18.91891860961914,19.44444465637207,11.111111640930176,10817.385803222656,27300.667419433594,13938.75830078125,4048.2813110351563,33360302080,2147479552,6753787904,0
199,1771945160704,999,1000,1000,999,999,1000,999,1000,11.111111640930176,11.111111640930176,11.428571701049805,8.333333969116211,13.51351261138916,18.91891860961914,19.44444465637207,11.111111640930176,10817.387023925781,27300.668579101563,13938.75830078125,4048.2813110351563,33360302080,2147479552,6753787904,0
199,1771945160904,999,1000,1000,999,999,1000,999,1000,21.052631378173828,20,15.789472579956055,20,36.842105865478516,20,20,26.3157901763916,10817.629699707031,27301.30352783203,13939.054443359375,4048.2813110351563,33360302080,2147479552,6757363712,0
199,1771945161104,999,1000,1000,999,999,1000,999,1000,21.052631378173828,20,15.789472579956055,20,36.842105865478516,20,20,26.3157901763916,10817.927734375,27303.25506591797,13940.571655273438,4048.2813110351563,33360302080,2147479552,6789898240,0
199,1771945161304,999,1000,1000,999,999,1000,999,1000,15.384615898132324,7.692307949066162,12.5,15.384615898132324,20,79.4871826171875,10.256410598754883,15.000000953674316,10818.191650390625,27307.412719726563,13944.339416503906,4048.2813110351563,33360302080,2147479552,6799749120,0
199,1771945161504,999,1000,1000,999,999,1000,999,1000,10,0,5,0,0,100,0,0,10818.469970703125,27310.86395263672,13947.432373046875,4048.33251953125,33360302080,2147479552,6814367744,0
199,1771945161704,999,1000,1000,999,999,1000,999,1000,0,0,0,0,4.761904716491699,100,0,0,10818.692687988281,27314.116577148438,13950.398254394531,4048.33251953125,33360302080,2147479552,6814482432,0
199,1771945161904,999,1000,1000,999,999,1000,999,1000,0,30.000001907348633,5,0,0,70,0,0,10818.924438476563,27317.42657470703,13953.418884277344,4048.33251953125,33360302080,2147479552,6817656832,0
199,1771945162104,999,1000,1000,999,999,1000,999,1000,0,65,0,5,0,35,4.761904716491699,0,10819.155700683594,27321.041442871094,13956.743041992188,4048.33251953125,33360302080,2147479552,6817656832,0
199,1771945162304,999,1000,1000,999,999,1000,999,1000,0,100,5,0,0,0,0,0,10819.378601074219,27324.248413085938,13959.866271972656,4048.33251953125,33360302080,2147479552,6812491776,0
199,1771945162504,999,1000,1000,999,999,1000,999,1000,4.761904716491699,100,0,0,0,0,0,0,10819.601806640625,27327.913696289063,13963.039978027344,4048.33251953125,33360302080,2147479552,6812745728,0
199,1771945162704,999,1000,1000,999,999,1000,999,1000,4.761904716491699,100,0,4.761904716491699,0,0,4.761904716491699,4.761904716491699,10819.835144042969,27330.985900878906,13965.821472167969,4048.33251953125,33360302080,2147479552,6813777920,0
199,1771945162904,999,1000,1000,999,999,1000,999,1000,0,100,0,0,0,0,0,0,10820.057861328125,27334.328735351563,13968.876037597656,4048.33251953125,33360302080,2147479552,6813777920,0
