Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1771945224833,2300,2300,2299,2299,2300,2300,2299,2299,4.1666669845581055,0,8,16,4.1666669845581055,4,8,4,10893.861511230469,28293.353759765625,14832.070251464844,4050.3295288085938,33360302080,2147479552,6733864960,0
199,1771945224833,2300,2300,2299,2299,2300,2300,2299,2299,4.1666669845581055,0,8,16,4.1666669845581055,4,8,4,10893.862670898438,28293.359985351563,14832.070251464844,4050.3295288085938,33360302080,2147479552,6733864960,0
199,1771945225033,2300,2300,2299,2299,2300,2300,2299,2299,25,28.571430206298828,47.36842346191406,31.57894515991211,23.809524536132813,25,20,21.052631378173828,10894.129028320313,28294.26025390625,14832.620178222656,4050.3335571289063,33360302080,2147479552,6748884992,0
199,1771945225233,2300,2300,2299,2299,2300,2300,2299,2299,50,47.36842346191406,61.904762268066406,80.95238494873047,52.6315803527832,52.6315803527832,50,57.894737243652344,10894.654541015625,28299.29522705078,14836.840515136719,4050.6138916015625,33360302080,2147479552,6781181952,0
199,1771945225433,2300,2300,2299,2299,2300,2300,2299,2299,0,0,5.263157844543457,100,5,0,0,0,10894.9169921875,28303.072265625,14840.21435546875,4050.6138916015625,33360302080,2147479552,6791958528,0
199,1771945225633,2300,2300,2299,2299,2300,2300,2299,2299,5,0,0,100,4.761904716491699,0,9.523809432983398,0,10895.173278808594,28306.687133789063,14843.534362792969,4050.6138916015625,33360302080,2147479552,6798663680,0
199,1771945225833,2300,2300,2299,2299,2300,2300,2299,2299,0,0,0,100,0,0,0,0,10895.396545410156,28310.312927246094,14846.872009277344,4050.6138916015625,33360302080,2147479552,6798659584,0
199,1771945226033,2300,2300,2299,2299,2300,2300,2299,2299,0,0,0,100,0,0,0,0,10895.6181640625,28314.67999267578,14850.955444335938,4050.6138916015625,33360302080,2147479552,6798659584,0
199,1771945226233,2300,2300,2299,2299,2300,2300,2299,2299,0,0,5,100,0,0,0,0,10895.842956542969,28318.319580078125,14854.309692382813,4050.6138916015625,33360302080,2147479552,6798659584,0
199,1771945226433,2300,2300,2299,2299,2300,2300,2299,2299,0,0,0,100,5,0,0,0,10896.071044921875,28321.722717285156,14857.426818847656,4050.6138916015625,33360302080,2147479552,6799945728,0
199,1771945226633,2300,2300,2299,2299,2300,2300,2299,2299,0,4.761904716491699,0,57.894737243652344,0,0,0,42.105262756347656,10896.294494628906,28324.751586914063,14860.171081542969,4050.6138916015625,33360302080,2147479552,6797332480,0
199,1771945226833,2300,2300,2299,2299,2300,2300,2299,2299,4.761904716491699,0,0,0,0,0,0,100,10896.518981933594,28327.987670898438,14863.121337890625,4050.6138916015625,33360302080,2147479552,6797332480,0
