Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1771945196509,3000,3000,2999,3000,3000,3000,2999,2999,8,4.34782600402832,4.34782600402832,8,8,20,8,8.69565200805664,10859.911499023438,27849.93487548828,14432.826721191406,4049.3341674804688,33360302080,2147479552,6733778944,0
199,1771945196509,3000,3000,2999,3000,3000,3000,2999,2999,8,4.34782600402832,4.34782600402832,8,8,20,8,8.69565200805664,10859.912841796875,27849.93634033203,14432.826721191406,4049.3341674804688,33360302080,2147479552,6733778944,0
199,1771945196709,3000,3000,2999,3000,3000,3000,2999,2999,21.052631378173828,20,31.57894515991211,21.052631378173828,20,26.3157901763916,15.789472579956055,25,10860.161315917969,27850.68865966797,14433.236145019531,4049.3341674804688,33360302080,2147479552,6737727488,0
200,1771945196909,3000,3000,2999,3000,3000,3000,2999,2999,21.052631378173828,20,31.57894515991211,21.052631378173828,20,26.3157901763916,15.789472579956055,25,10860.445678710938,27852.72772216797,14434.843322753906,4049.3341674804688,33360302080,2147479552,6775492608,0
200,1771945197109,3000,3000,2999,3000,3000,3000,2999,2999,10,12.820513725280762,10,15.384615898132324,10,76.31578826904297,12.820513725280762,7.500000476837158,10860.709350585938,27856.94256591797,14438.647033691406,4049.3341674804688,33360302080,2147479552,6786015232,0
200,1771945197309,3000,3000,2999,3000,3000,3000,2999,2999,0,10.526315689086914,5,25,0,100,10,5.263157844543457,10861.131652832031,27861.067321777344,14442.1875,4049.5543212890625,33360302080,2147479552,6798802944,0
200,1771945197509,3000,3000,2999,3000,3000,3000,2999,2999,0,4.761904716491699,0,0,4.761904716491699,100,0,0,10861.360595703125,27864.40252685547,14445.226989746094,4049.5592651367188,33360302080,2147479552,6798802944,0
200,1771945197709,3000,3000,2999,3000,3000,3000,2999,2999,23.809524536132813,75,0,5,0,23.809524536132813,0,0,10861.596252441406,27868.926391601563,14449.458923339844,4049.5592651367188,33360302080,2147479552,6802735104,0
200,1771945197910,3000,3000,2999,3000,3000,3000,2999,2999,0,100,0,4.761904716491699,0,0,4.761904716491699,0,10861.823913574219,27872.462463378906,14452.705505371094,4049.5592651367188,33360302080,2147479552,6802735104,0
200,1771945198110,3000,3000,2999,3000,3000,3000,2999,2999,0,100,0,0,0,0,0,5,10862.049438476563,27876.107543945313,14456.06201171875,4049.5592651367188,33360302080,2147479552,6803480576,0
