Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1771945271296,2599,2599,2599,2600,2600,2599,2599,2600,51.351348876953125,84.21052551269531,45.945945739746094,45.945945739746094,41.666664123535156,39.47368621826172,39.47368621826172,36.11111068725586,10963.716552734375,29038.39013671875,15470.375549316406,4079.5512084960938,33360302080,2147479552,6900707328,0
199,1771945271296,2599,2599,2599,2600,2600,2599,2599,2600,51.351348876953125,84.21052551269531,45.945945739746094,45.945945739746094,41.666664123535156,39.47368621826172,39.47368621826172,36.11111068725586,10963.716552734375,29038.39013671875,15470.375549316406,4079.5512084960938,33360302080,2147479552,6900707328,0
199,1771945271497,2599,2599,2599,2600,2600,2599,2599,2600,95,45,44.4444465637207,50,47.36842346191406,42.105262756347656,36.842105865478516,42.105262756347656,10964.276977539063,29041.70733642578,15472.739562988281,4079.9686889648438,33360302080,2147479552,6934831104,0
199,1771945271697,2599,2599,2599,2600,2600,2599,2599,2600,60.000003814697266,50,57.894737243652344,80,78.94737243652344,52.6315803527832,47.36842346191406,50,10964.9189453125,29044.49578857422,15474.477478027344,4080.42529296875,33360302080,2147479552,6998958080,0
199,1771945271897,2599,2599,2599,2600,2600,2599,2599,2600,28.571430206298828,42.105262756347656,55,100,45,36.842105865478516,47.36842346191406,27.77777862548828,10965.499145507813,29047.050170898438,15476.069152832031,4080.8629760742188,33360302080,2147479552,7023087616,0
199,1771945272097,2599,2599,2599,2600,2600,2599,2599,2600,63.15789031982422,70,66.66667175292969,100,50,75,100,57.894737243652344,10966.186828613281,29050.746704101563,15478.661376953125,4081.382080078125,33360302080,2147479552,7080288256,0
199,1771945272297,2599,2599,2599,2600,2600,2599,2599,2600,70,68.18181610107422,68.42105102539063,100,75,85,100,76.19047546386719,10966.815368652344,29053.61895751953,15480.620178222656,4081.8425903320313,33360302080,2147479552,7120404480,0
199,1771945272497,2599,2599,2599,2600,2600,2599,2599,2600,70,68.18181610107422,68.42105102539063,100,75,85,100,76.19047546386719,10967.296813964844,29055.37664794922,15481.82421875,4081.9473266601563,33360302080,2147479552,7194869760,0
199,1771945272697,2599,2599,2599,2600,2600,2599,2599,2600,97.5,21.052631378173828,20.512821197509766,95.1219482421875,55,27.5,17.948719024658203,52.6315803527832,10967.82421875,29057.90850830078,15483.485656738281,4082.3727416992188,33360302080,2147479552,7176495104,0
199,1771945272897,2599,2599,2599,2600,2600,2599,2599,2600,65,25,26.3157901763916,100,47.36842346191406,23.809524536132813,26.3157901763916,26.3157901763916,10968.416381835938,29060.57635498047,15485.319580078125,4082.722412109375,33360302080,2147479552,7192047616,0
