Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1771945232077,1699,1700,1700,1700,1700,1699,1699,1699,13.51351261138916,11.111111640930176,13.51351261138916,11.111111640930176,11.111111640930176,13.88888931274414,11.111111640930176,13.51351261138916,10902.594665527344,28407.03759765625,14934.389465332031,4050.662109375,33360302080,2147479552,6755012608,0
199,1771945232077,1699,1700,1700,1700,1700,1699,1699,1699,13.51351261138916,11.111111640930176,13.51351261138916,11.111111640930176,11.111111640930176,13.88888931274414,11.111111640930176,13.51351261138916,10902.596008300781,28407.039184570313,14934.389465332031,4050.662109375,33360302080,2147479552,6755012608,0
199,1771945232277,1699,1700,1700,1700,1700,1699,1699,1699,15.789472579956055,15.789472579956055,20,42.85714340209961,20,15.000000953674316,25,22.22222328186035,10902.858764648438,28408.342407226563,14935.332336425781,4050.662109375,33360302080,2147479552,6769717248,0
199,1771945232477,1699,1700,1700,1700,1700,1699,1699,1699,15.789472579956055,15.789472579956055,20,42.85714340209961,20,15.000000953674316,25,22.22222328186035,10903.148498535156,28411.08837890625,14937.640380859375,4050.662109375,33360302080,2147479552,6809268224,0
199,1771945232677,1699,1700,1700,1700,1700,1699,1699,1699,0,9.523809432983398,0,0,100,0,4.761904716491699,10,10903.421752929688,28414.054321289063,14940.284118652344,4050.662109375,33360302080,2147479552,6815682560,0
200,1771945232877,1699,1700,1700,1700,1700,1699,1699,1699,90.47618865966797,5.263157844543457,9.523809432983398,10,15.000000953674316,5.263157844543457,0,14.285715103149414,10903.835571289063,28418.595336914063,14944.266540527344,4050.8570556640625,33360302080,2147479552,6826139648,0
200,1771945233077,1699,1700,1700,1700,1700,1699,1699,1699,100,4.761904716491699,0,0,0,0,4.761904716491699,0,10904.058715820313,28422.17071533203,14947.652526855469,4050.8570556640625,33360302080,2147479552,6826389504,0
200,1771945233277,1699,1700,1700,1700,1700,1699,1699,1699,100,0,0,14.285715103149414,0,0,0,0,10904.294982910156,28426.131408691406,14951.223327636719,4050.8570556640625,33360302080,2147479552,6823829504,0
200,1771945233477,1699,1700,1700,1700,1700,1699,1699,1699,100,0,0,0,0,5,0,0,10904.520385742188,28429.58935546875,14954.392578125,4050.8570556640625,33360302080,2147479552,6824087552,0
200,1771945233678,1699,1700,1700,1700,1700,1699,1699,1699,100,0,0,0,0,0,0,0,10904.749267578125,28432.945190429688,14957.458923339844,4050.8570556640625,33360302080,2147479552,6824939520,0
