Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
199,1771945240939,1000,999,1000,1000,1000,1000,1000,1000,0,100,9.523809432983398,5,0,5,5,10,10914.066711425781,28549.113342285156,15060.731628417969,4052.473388671875,33360302080,2147479552,6820397056,0
199,1771945241139,1000,999,1000,1000,1000,1000,1000,1000,2.5,14.634145736694336,2.6315789222717285,2.5641026496887207,5,92.30769348144531,2.5641026496887207,0,10914.423950195313,28552.515380859375,15063.55712890625,4052.7039184570313,33360302080,2147479552,6820696064,0
199,1771945241339,1000,999,1000,1000,1000,1000,1000,1000,0,0,0,0,0,100,0,0,10914.649963378906,28556.4853515625,15067.236511230469,4052.7039184570313,33360302080,2147479552,6820995072,0
199,1771945241539,1000,999,1000,1000,1000,1000,1000,1000,0,0,4.761904716491699,4.761904716491699,0,100,0,4.761904716491699,10914.885498046875,28559.365600585938,15069.809997558594,4052.716064453125,33360302080,2147479552,6820995072,0
199,1771945241739,1000,999,1000,1000,1000,1000,1000,1000,0,0,0,0,5.263157844543457,100,0,0,10915.112548828125,28563.164978027344,15073.318725585938,4052.716064453125,33360302080,2147479552,6821429248,0
199,1771945241939,1000,999,1000,1000,1000,1000,1000,1000,0,0,0,0,0,100,0,0,10915.334838867188,28566.497314453125,15076.575439453125,4052.716064453125,33360302080,2147479552,6821687296,0
199,1771945242139,1000,999,1000,1000,1000,1000,1000,1000,0,0,0,4.761904716491699,0,100,5,0,10915.564331054688,28569.788024902344,15079.36083984375,4052.716064453125,33360302080,2147479552,6821687296,0
200,1771945242339,1000,999,1000,1000,1000,1000,1000,1000,0,0,0,0,0,100,0,4.761904716491699,10915.791625976563,28573.748657226563,15083.028015136719,4052.716064453125,33360302080,2147479552,6821683200,0
200,1771945242539,1000,999,1000,1000,1000,1000,1000,1000,0,0,0,0,0,100,0,0,10916.019592285156,28577.18878173828,15086.176940917969,4052.716064453125,33360302080,2147479552,6821683200,0
200,1771945242740,1000,999,1000,1000,1000,1000,1000,1000,0,0,0,0,0,100,5,0,10916.245483398438,28580.981018066406,15089.680297851563,4052.716064453125,33360302080,2147479552,6821941248,0
200,1771945242940,1000,999,1000,1000,1000,1000,1000,1000,0,0,0,0,0,100,4.761904716491699,0,10916.471923828125,28583.549255371094,15091.958435058594,4052.716064453125,33360302080,2147479552,6811348992,0
200,1771945243140,1000,999,1000,1000,1000,1000,1000,1000,0,4.761904716491699,0,0,0,100,0,0,10916.694458007813,28586.21612548828,15094.335815429688,4052.716064453125,33360302080,2147479552,6803247104,0
199,1771945243340,1000,999,1000,1000,1000,1000,1000,1000,0,0,0,0,0,100,0,4.761904716491699,10916.916320800781,28589.58416748047,15097.415344238281,4052.716064453125,33360302080,2147479552,6803247104,0
200,1771945243540,1000,999,1000,1000,1000,1000,1000,1000,14.285715103149414,0,0,5,0,100,0,0,10917.143249511719,28593.381408691406,15100.92236328125,4052.716064453125,33360302080,2147479552,6803546112,0
200,1771945243740,1000,999,1000,1000,1000,1000,1000,1000,0,0,0,0,0,100,0,0,10917.366455078125,28596.85333251953,15104.311584472656,4052.716064453125,33360302080,2147479552,6804254720,0
200,1771945243940,1000,999,1000,1000,1000,1000,1000,1000,0,0,0,0,0,100,0,0,10917.589416503906,28599.381286621094,15106.343566894531,4052.716064453125,33360302080,2147479552,6804254720,0
200,1771945244140,1000,999,1000,1000,1000,1000,1000,1000,0,0,0,0,0,100,0,0,10917.810913085938,28602.4091796875,15109.081909179688,4052.716064453125,33360302080,2147479552,6804254720,0
200,1771945244340,1000,999,1000,1000,1000,1000,1000,1000,0,0,4.761904716491699,0,0,100,0,0,10918.032409667969,28606.212524414063,15112.596313476563,4052.716064453125,33360302080,2147479552,6804508672,0
200,1771945244540,1000,999,1000,1000,1000,1000,1000,1000,0,0,0,0,0,100,0,0,10918.255310058594,28609.293029785156,15115.384948730469,4052.716064453125,33360302080,2147479552,6804508672,0
200,1771945244740,1000,999,1000,1000,1000,1000,1000,1000,0,0,0,0,0,100,0,4.761904716491699,10918.480285644531,28612.81201171875,15118.543884277344,4052.716064453125,33360302080,2147479552,6804733952,0
200,1771945244941,1000,999,1000,1000,1000,1000,1000,1000,0,0,0,4.761904716491699,0,100,0,0,10918.703674316406,28615.73095703125,15121.104614257813,4052.716064453125,33360302080,2147479552,6804430848,0
200,1771945245141,1000,999,1000,1000,1000,1000,1000,1000,0,0,0,0,0,100,0,0,10918.92529296875,28619.187133789063,15124.272216796875,4052.716064453125,33360302080,2147479552,6804430848,0
199,1771945245341,1000,999,1000,1000,1000,1000,1000,1000,0,0,0,0,4.761904716491699,100,0,0,10919.149047851563,28622.877807617188,15127.673156738281,4052.716064453125,33360302080,2147479552,6804430848,0
200,1771945245541,1000,999,1000,1000,1000,1000,1000,1000,5,10,9.523809432983398,10,5,61.904762268066406,5.263157844543457,15.789472579956055,10919.408874511719,28626.606201171875,15131.362670898438,4052.716064453125,33360302080,2147479552,6777704448,0
1,1771945245741,1000,999,1000,1000,1000,1000,1000,1000,0,5,0,0,5,5,4.761904716491699,4.761904716491699,10919.653137207031,28627.839477539063,15131.944091796875,4052.716064453125,33360302080,2147479552,6764318720,0
